Country,AssetClass,Sector,Industry,Name,Symbol,Exchange,Priority,Watchlist,Portfolio,Active,Tags,Notes
India,Equity,Capital Goods,Cables,KEI Industries,KEI.NS,NSE,5,TRUE,FALSE,TRUE,cables;power,
India,Equity,Capital Goods,Cables,Polycab India,POLYCAB.NS,NSE,5,TRUE,FALSE,TRUE,cables;power,

India,Equity,Defence,Aerospace,Hindustan Aeronautics,HAL.NS,NSE,5,TRUE,FALSE,TRUE,defence;aerospace,
India,Equity,Defence,Defence Electronics,Bharat Electronics,BEL.NS,NSE,5,TRUE,FALSE,TRUE,defence;electronics,
India,Equity,Defence,Missiles,Bharat Dynamics,BDL.NS,NSE,5,TRUE,FALSE,TRUE,defence;missiles,
India,Equity,Defence,Shipbuilding,Mazagon Dock Shipbuilders,MAZDOCK.NS,NSE,5,TRUE,FALSE,TRUE,defence;shipbuilding,
India,Equity,Defence,Shipbuilding,Cochin Shipyard,COCHINSHIP.NS,NSE,5,TRUE,FALSE,TRUE,defence;shipbuilding,
India,Equity,Defence,Shipbuilding,Garden Reach Shipbuilders,GRSE.NS,NSE,5,TRUE,FALSE,TRUE,defence;shipbuilding,
India,Equity,Defence,Defence Electronics,Data Patterns,DATAPATTNS.NS,NSE,5,TRUE,FALSE,TRUE,defence;electronics,
India,Equity,Defence,Defence Electronics,Astra Microwave,ASTRAMICRO.NS,NSE,4,TRUE,FALSE,TRUE,defence;radar,
India,Equity,Defence,Defence Equipment,Paras Defence,PARAS.NS,NSE,4,TRUE,FALSE,TRUE,defence;optics,
India,Equity,Defence,Simulation & Drones,Zen Technologies,ZENTEC.NS,NSE,4,TRUE,FALSE,TRUE,defence;simulation,
India,Equity,Defence,Explosives,Premier Explosives,PREMEXPLN.NS,NSE,3,TRUE,FALSE,TRUE,explosives;defence,
India,Equity,Defence,Forgings,Bharat Forge,BHARATFORG.NS,NSE,5,TRUE,FALSE,TRUE,defence;forging,

India,Equity,Capital Goods,Transformers,Transformers & Rectifiers,TARIL.NS,NSE,5,TRUE,FALSE,TRUE,transformer;power,
India,Equity,Capital Goods,Transformers,Voltamp Transformers,VOLTAMP.NS,NSE,5,TRUE,FALSE,TRUE,transformer,
India,Equity,Capital Goods,Transmission Equipment,Skipper,SKIPPER.NS,NSE,4,TRUE,FALSE,TRUE,transmission,
India,Equity,Capital Goods,Pumps,KSB,KSB.NS,NSE,4,TRUE,FALSE,TRUE,pumps,
India,Equity,Capital Goods,Industrial Engines,Kirloskar Oil Engines,KIRLOSENG.NS,NSE,5,TRUE,FALSE,TRUE,engines,
India,Equity,Capital Goods,Material Handling,Elecon Engineering,ELECON.NS,NSE,5,TRUE,FALSE,TRUE,gearbox,
India,Equity,Capital Goods,Engineering,Thermax,THERMAX.NS,NSE,5,TRUE,FALSE,TRUE,energy;boilers,
India,Equity,Capital Goods,Electrical Equipment,CG Power,CGPOWER.NS,NSE,5,TRUE,FALSE,TRUE,motors;power,
India,Equity,Capital Goods,Heavy Engineering,BHEL,BHEL.NS,NSE,4,TRUE,FALSE,TRUE,power;equipment,

India,Equity,EMS,Electronics Manufacturing,Dixon Technologies,DIXON.NS,NSE,5,TRUE,FALSE,TRUE,ems;electronics,
India,Equity,EMS,Electronics Manufacturing,Kaynes Technology,KAYNES.NS,NSE,5,TRUE,FALSE,TRUE,ems;electronics,
India,Equity,EMS,Electronics Manufacturing,Syrma SGS Technology,SYRMA.NS,NSE,5,TRUE,FALSE,TRUE,ems;electronics,
India,Equity,EMS,Electronics Manufacturing,Avalon Technologies,AVALON.NS,NSE,4,TRUE,FALSE,TRUE,ems,
India,Equity,EMS,Electronics Manufacturing,Cyient DLM,CYIENTDLM.NS,NSE,5,TRUE,FALSE,TRUE,ems;aerospace,
India,Equity,EMS,Electronics Manufacturing,PG Electroplast,PGEL.NS,NSE,5,TRUE,FALSE,TRUE,ems;consumer,
India,Equity,EMS,Electronics Manufacturing,Amber Enterprises,AMBER.NS,NSE,4,TRUE,FALSE,TRUE,ems;hvac,
India,Equity,EMS,Electronics Manufacturing,Elin Electronics,ELIN.NS,NSE,3,TRUE,FALSE,TRUE,ems,

India,Equity,Power,Power Generation,NTPC,NTPC.NS,NSE,5,TRUE,FALSE,TRUE,power;generation,
India,Equity,Power,Power Generation,NHPC,NHPC.NS,NSE,4,TRUE,FALSE,TRUE,hydro,
India,Equity,Power,Power Generation,SJVN,SJVN.NS,NSE,4,TRUE,FALSE,TRUE,hydro,
India,Equity,Power,Power Generation,JSW Energy,JSWENERGY.NS,NSE,5,TRUE,FALSE,TRUE,power,
India,Equity,Power,Power Generation,Adani Power,ADANIPOWER.NS,NSE,4,TRUE,FALSE,TRUE,power,
India,Equity,Power,Renewable Energy,Adani Green Energy,ADANIGREEN.NS,NSE,4,TRUE,FALSE,TRUE,renewable,
India,Equity,Power,Solar,Waaree Energies,WAAREEENER.NS,NSE,5,TRUE,FALSE,TRUE,solar,
India,Equity,Power,Solar,Premier Energies,PREMIERENE.NS,NSE,5,TRUE,FALSE,TRUE,solar,
India,Equity,Power,Gas Distribution,Adani Total Gas,ATGL.NS,NSE,3,TRUE,FALSE,TRUE,gas,

India,Equity,Electrical Infrastructure,Cables,Finolex Cables,FINCABLES.NS,NSE,4,TRUE,FALSE,TRUE,cables,
India,Equity,Electrical Infrastructure,Cables,R R Kabel,RRKABEL.NS,NSE,5,TRUE,FALSE,TRUE,cables,
India,Equity,Electrical Infrastructure,Power Equipment,Hitachi Energy India,POWERINDIA.NS,NSE,5,TRUE,FALSE,TRUE,grid,
India,Equity,Electrical Infrastructure,HVAC,Blue Star,BLUESTARCO.NS,NSE,5,TRUE,FALSE,TRUE,hvac;cooling,
India,Equity,Electrical Infrastructure,HVAC,Voltas,VOLTAS.NS,NSE,5,TRUE,FALSE,TRUE,hvac;cooling,


India,Equity,Railways,Rail Infrastructure,RVNL,RVNL.NS,NSE,5,TRUE,FALSE,TRUE,railways;infra,
India,Equity,Railways,Rail Infrastructure,IRCON International,IRCON.NS,NSE,4,TRUE,FALSE,TRUE,railways,
India,Equity,Railways,Rail Infrastructure,RailTel Corporation,RAILTEL.NS,NSE,4,TRUE,FALSE,TRUE,railways;telecom,
India,Equity,Railways,Rolling Stock,Titagarh Rail Systems,TITAGARH.NS,NSE,5,TRUE,FALSE,TRUE,railways;wagons,
India,Equity,Railways,Wagons,Jupiter Wagons,JWL.NS,NSE,5,TRUE,FALSE,TRUE,railways;wagons,
India,Equity,Railways,Rolling Stock,Texmaco Rail,TEXRAIL.NS,NSE,4,TRUE,FALSE,TRUE,railways,
India,Equity,Railways,Heavy Engineering,BEML,BEML.NS,NSE,5,TRUE,FALSE,TRUE,railways;defence,
India,Equity,Railways,Passenger Services,IRCTC,IRCTC.NS,NSE,4,TRUE,FALSE,TRUE,railways,

India,Equity,Infrastructure,Engineering,Larsen & Toubro,LT.NS,NSE,5,TRUE,FALSE,TRUE,infra;capex,
India,Equity,Infrastructure,Construction,NCC,NCC.NS,NSE,4,TRUE,FALSE,TRUE,infra,
India,Equity,Infrastructure,Roads,KNR Constructions,KNRCON.NS,NSE,4,TRUE,FALSE,TRUE,roads,
India,Equity,Infrastructure,Roads,PNC Infratech,PNCINFRA.NS,NSE,4,TRUE,FALSE,TRUE,roads,
India,Equity,Infrastructure,Construction,Ahluwalia Contracts,AHLUCONT.NS,NSE,4,TRUE,FALSE,TRUE,construction,
India,Equity,Infrastructure,Ports,Adani Ports,ADANIPORTS.NS,NSE,5,TRUE,FALSE,TRUE,ports;logistics,

India,Equity,Logistics,Container Logistics,Container Corporation,CONCOR.NS,NSE,4,TRUE,FALSE,TRUE,logistics,
India,Equity,Logistics,Shipping,Shipping Corporation of India,SCI.NS,NSE,3,TRUE,FALSE,TRUE,shipping,
India,Equity,Logistics,Shipping,Great Eastern Shipping,GESHIP.NS,NSE,4,TRUE,FALSE,TRUE,shipping,
India,Equity,Logistics,Ports,Gujarat Pipavav Port,GPPL.NS,NSE,3,TRUE,FALSE,TRUE,ports,
India,Equity,Logistics,Ports,Dredging Corporation of India,DREDGECORP.NS,NSE,2,TRUE,FALSE,TRUE,ports,

India,Equity,Consumer,Retail,Trent,TRENT.NS,NSE,5,TRUE,FALSE,TRUE,retail;consumption,
India,Equity,Consumer,Retail,Titan Company,TITAN.NS,NSE,5,TRUE,FALSE,TRUE,jewellery;premium,
India,Equity,Consumer,Beverages,Varun Beverages,VBL.NS,NSE,5,TRUE,FALSE,TRUE,beverages;pepsi,
India,Equity,Consumer,FMCG,ITC,ITC.NS,NSE,5,TRUE,FALSE,TRUE,fmcg;tobacco,
India,Equity,Consumer,FMCG,Britannia Industries,BRITANNIA.NS,NSE,5,TRUE,FALSE,TRUE,biscuits,
India,Equity,Consumer,FMCG,Nestle India,NESTLEIND.NS,NSE,5,TRUE,FALSE,TRUE,fmcg,
India,Equity,Consumer,FMCG,Hindustan Unilever,HINDUNILVR.NS,NSE,4,TRUE,FALSE,TRUE,fmcg,
India,Equity,Consumer,FMCG,Godfrey Phillips India,GODFRYPHLP.NS,NSE,4,TRUE,FALSE,TRUE,tobacco,
India,Equity,Consumer,Quick Service Restaurant,Jubilant FoodWorks,JUBLFOOD.NS,NSE,4,TRUE,FALSE,TRUE,qsr,
India,Equity,Consumer,Quick Service Restaurant,Westlife Foodworld,WESTLIFE.NS,NSE,3,TRUE,FALSE,TRUE,qsr,
India,Equity,Consumer,Restaurants,Devyani International,DEVYANI.NS,NSE,3,TRUE,FALSE,TRUE,qsr,
India,Equity,Consumer,Hotels,Indian Hotels,INDHOTEL.NS,NSE,5,TRUE,FALSE,TRUE,hotel;taj,
India,Equity,Consumer,Hotels,EIH,EIHOTEL.NS,NSE,4,TRUE,FALSE,TRUE,hotel;oberoi,
India,Equity,Consumer,Hotels,Chalet Hotels,CHALET.NS,NSE,4,TRUE,FALSE,TRUE,hotel,
India,Equity,Consumer,Apparel,Page Industries,PAGEIND.NS,NSE,4,TRUE,FALSE,TRUE,innerwear,
India,Equity,Consumer,Footwear,Bata India,BATAINDIA.NS,NSE,3,TRUE,FALSE,TRUE,footwear,
India,Equity,Consumer,Paints,Asian Paints,ASIANPAINT.NS,NSE,5,TRUE,FALSE,TRUE,paints,
India,Equity,Consumer,Paints,Berger Paints,BERGEPAINT.NS,NSE,4,TRUE,FALSE,TRUE,paints,
India,Equity,Consumer,Home Improvement,Cera Sanitaryware,CERA.NS,NSE,4,TRUE,FALSE,TRUE,bathroom,
India,Equity,Consumer,Home Improvement,Kajaria Ceramics,KAJARIACER.NS,NSE,4,TRUE,FALSE,TRUE,tiles,
India,Equity,Consumer,Home Improvement,Supreme Industries,SUPREMEIND.NS,NSE,5,TRUE,FALSE,TRUE,plastics;pipes,
India,Equity,Consumer,Home Appliances,Whirlpool India,WHIRLPOOL.NS,NSE,3,TRUE,FALSE,TRUE,appliances,
India,Equity,Consumer,Home Appliances,Crompton Greaves Consumer,CROMPTON.NS,NSE,4,TRUE,FALSE,TRUE,electrical,
India,Equity,Consumer,Home Appliances,Havells India,HAVELLS.NS,NSE,5,TRUE,FALSE,TRUE,electrical,

India,Equity,Chemicals,Specialty Chemicals,SRF,SRF.NS,NSE,5,TRUE,FALSE,TRUE,specialty;chemicals,
India,Equity,Chemicals,Specialty Chemicals,PI Industries,PIIND.NS,NSE,5,TRUE,FALSE,TRUE,agrochem;export,
India,Equity,Chemicals,Specialty Chemicals,Deepak Nitrite,DEEPAKNTR.NS,NSE,5,TRUE,FALSE,TRUE,chemicals,
India,Equity,Chemicals,Fluorochemicals,Navin Fluorine,NAVINFLUOR.NS,NSE,5,TRUE,FALSE,TRUE,fluorochemicals,
India,Equity,Chemicals,Specialty Chemicals,Clean Science,CLEAN.NS,NSE,5,TRUE,FALSE,TRUE,specialty,
India,Equity,Chemicals,Specialty Chemicals,Aarti Industries,AARTIIND.NS,NSE,4,TRUE,FALSE,TRUE,chemicals,
India,Equity,Chemicals,Specialty Chemicals,Galaxy Surfactants,GALAXYSURF.NS,NSE,4,TRUE,FALSE,TRUE,surfactants,
India,Equity,Chemicals,Pigments,Sudarshan Chemical,SUDARSCHEM.NS,NSE,4,TRUE,FALSE,TRUE,pigments,

India,Equity,CDMO,Pharmaceutical Services,Suven Pharmaceuticals,SUVEN.NS,NSE,4,TRUE,FALSE,TRUE,cdmo,
India,Equity,CDMO,Pharmaceutical Services,Syngene International,SYNGENE.NS,NSE,5,TRUE,FALSE,TRUE,crams;cdmo,
India,Equity,CDMO,Pharmaceutical Services,Laurus Labs,LAURUSLABS.NS,NSE,4,TRUE,FALSE,TRUE,api;cdmo,
India,Equity,CDMO,Pharmaceutical Services,Neuland Laboratories,NEULANDLAB.NS,NSE,5,TRUE,FALSE,TRUE,api;cdmo,
India,Equity,CDMO,Pharmaceutical Services,Jubilant Pharmova,JUBLPHARMA.NS,NSE,3,TRUE,FALSE,TRUE,cdmo,

India,Equity,Water,Pumps,Kirloskar Brothers,KIRLOSBROS.NS,NSE,5,TRUE,FALSE,TRUE,water;pumps,
India,Equity,Water,Water Infrastructure,VA Tech Wabag,WABAG.NS,NSE,5,TRUE,FALSE,TRUE,water;infra,
India,Equity,Water,Pipes,Astral,ASTRAL.NS,NSE,5,TRUE,FALSE,TRUE,pipes;water,
India,Equity,Water,Pipes,Finolex Industries,FINPIPE.NS,NSE,4,TRUE,FALSE,TRUE,pvc;pipes,
India,Equity,Water,Pipes,Prince Pipes,PRINCEPIPE.NS,NSE,4,TRUE,FALSE,TRUE,pipes,

India,Equity,Telecom,Telecom Services,Bharti Airtel,BHARTIARTL.NS,NSE,5,TRUE,FALSE,TRUE,telecom,
India,Equity,Telecom,Telecom Services,Reliance Industries,RELIANCE.NS,NSE,5,TRUE,FALSE,TRUE,jio;telecom,
India,Equity,Telecom,Telecom Infrastructure,Indus Towers,INDUSTOWER.NS,NSE,4,TRUE,FALSE,TRUE,towers,

India,Equity,Internet,E-commerce,Info Edge,NAUKRI.NS,NSE,5,TRUE,FALSE,TRUE,internet,
India,Equity,Internet,Food Delivery,Eternal,ETERNAL.NS,NSE,5,TRUE,FALSE,TRUE,foodtech,
India,Equity,Internet,Fintech,PB Fintech,POLICYBZR.NS,NSE,5,TRUE,FALSE,TRUE,insurance;fintech,

India,Equity,Realty,Real Estate,DLF,DLF.NS,NSE,4,TRUE,FALSE,TRUE,realty,
India,Equity,Realty,Real Estate,Macrotech Developers,LODHA.NS,NSE,4,TRUE,FALSE,TRUE,realty,
India,Equity,Realty,Real Estate,Oberoi Realty,OBEROIRLTY.NS,NSE,5,TRUE,FALSE,TRUE,realty,

India,Equity,Metals,Copper,Hindustan Copper,HINDCOPPER.NS,NSE,4,TRUE,FALSE,TRUE,copper,
India,Equity,Metals,Steel,Jindal Steel & Power,JINDALSTEL.NS,NSE,4,TRUE,FALSE,TRUE,steel,
India,Equity,Metals,Mining,NMDC,NMDC.NS,NSE,4,TRUE,FALSE,TRUE,mining,
India,Equity,Metals,Aluminium,Hindalco Industries,HINDALCO.NS,NSE,5,TRUE,FALSE,TRUE,aluminium,
India,Equity,Metals,Zinc,Hindustan Zinc,HINDZINC.NS,NSE,4,TRUE,FALSE,TRUE,zinc,

